timestamp,time,energy,avg_power,avg_current,avg_voltage
2020-06-23 17:52:01,2.07126190476,0.000560263591822,0.000270493842683,8.72511498117e-05,3.10025103498
2020-06-23 17:52:05,1.90733333333,0.000521070196628,0.000273193042622,8.83780562345e-05,3.0973798699
2020-06-23 17:52:09,1.93255952381,0.000527529548085,0.000272969366059,8.82115683416e-05,3.09459394217
2020-06-23 17:52:13,1.82844047619,0.000494008609721,0.000270180307291,8.73635691415e-05,3.09267405304
2020-06-23 17:52:18,1.71883333333,0.000468482775243,0.000272558581544,8.82021779286e-05,3.09026524505
2020-06-23 17:52:20,1.70546428571,0.000462673851457,0.000271289088451,8.80054102235e-05,3.08960446104
2020-06-23 17:52:22,1.96714285714,0.000531556639637,0.000270217609111,8.74102196908e-05,3.0914517265
2020-06-23 17:52:24,1.91701190476,0.000518451293099,0.000270447612668,8.75084293426e-05,3.09061253784
2020-06-23 17:52:26,1.87769047619,0.000508076680849,0.000270585960408,8.75739990436e-05,3.08986744686
2020-06-23 17:52:30,1.79089285714,0.000489602201532,0.000273384418046,8.8536131582e-05,3.08793681127
2020-06-23 17:52:32,1.76414285714,0.000482411422498,0.000273453717506,8.87741279716e-05,3.08699181608
2020-06-23 17:52:33,1.72344047619,0.000466399533206,0.000270621201979,8.76892596803e-05,3.08622508878
2020-06-23 17:52:35,1.67970238095,0.000459845714479,0.000273766186018,8.89303081026e-05,3.08537712862
2020-06-23 17:52:37,1.6545952381,0.000452984668409,0.000273773704879,8.89662704797e-05,3.0843459331
2020-06-23 17:52:39,1.62302380952,0.000444652347002,0.000273965387564,8.90670021503e-05,3.08318412729
2020-06-23 17:52:40,1.5755,0.000431867460479,0.00027411454172,8.91489427283e-05,3.0821979548
2020-06-23 17:52:42,1.55682142857,0.000421963382306,0.000271041607317,8.7968383245e-05,3.08120765604
2020-06-23 17:52:43,1.5365,0.000416971690882,0.00027137760552,8.81123456822e-05,3.0799854999
2020-06-23 17:52:47,1.49435714286,0.000406601010589,0.000272090920522,8.86180554499e-05,3.07815365978
2020-06-23 17:52:51,1.91916666667,0.000519112207479,0.000270488340849,8.78134979792e-05,3.08642070735
2020-06-23 17:52:54,1.82261904762,0.000497496287873,0.000272956813725,8.84979549073e-05,3.08443955751
2020-06-23 17:52:56,1.7974047619,0.000487024384905,0.000270959772238,8.80639695743e-05,3.08335781006
2020-06-23 17:53:02,1.67891666667,0.000455204773778,0.000271130058338,8.82210310831e-05,3.08031235457
2020-06-23 17:53:03,1.64577380952,0.000446210862586,0.000271125266427,8.80596115181e-05,3.07895804166
2020-06-23 17:53:05,0.000642857142857,1.20859836877e-06,0.00188004190698,0.00113092349274,3.07679481337
2020-06-23 17:53:07,1.58641666667,0.000433464458532,0.000273234937353,8.90104409256e-05,3.07705807228
2020-06-23 17:53:10,1.52582142857,0.000413387291269,0.000270927700666,8.81164192716e-05,3.07473735047
2020-06-23 17:53:16,1.41414285714,0.000387054322824,0.000273702420423,8.93847874183e-05,3.07016309482
2020-06-23 17:53:26,1.87763095238,0.000509675057931,0.000271445811694,8.82904870163e-05,3.0806900854
2020-06-23 17:53:35,1.66810714286,0.000452849160815,0.000271474864642,8.84871610914e-05,3.07489980273
2020-06-23 17:53:37,1.64907142857,0.00045129336701,0.000273665142208,8.92368989878e-05,3.07378002611
2020-06-23 17:53:41,1.58678571429,0.000431144999051,0.00027170965504,8.86779462203e-05,3.0713143281
2020-06-23 17:53:42,1.55102380952,0.000424845381573,0.000273912869012,8.94310044672e-05,3.07034169501
2020-06-23 17:53:47,1.47244047619,0.000399022672993,0.000270994094121,8.86070309083e-05,3.06618204477
2020-06-23 17:53:49,1.43201190476,0.000390292391413,0.000272548286865,8.89247449348e-05,3.06504053963
2020-06-23 17:53:50,1.41479761905,0.000382201665617,0.000270145821898,8.81820960444e-05,3.0635853249
2020-06-23 17:53:51,1.38670238095,0.000375732355504,0.000270953854745,8.87182897909e-05,3.06236941097
2020-06-23 17:53:57,1.30032142857,0.000353726169443,0.000272029793304,8.89891832595e-05,3.05698224582
2020-06-23 17:53:58,1.28361904762,0.000348675143956,0.000271634442168,8.8895480266e-05,3.05576352349
2020-06-23 20:13:32,1.7865,0.000487610601526,0.000272941842444,8.84488374831e-05,3.09252657993
2020-06-23 20:13:34,1.76066666667,0.000473910582803,0.000269165419994,8.70651561538e-05,3.09161457925
2020-06-23 20:13:37,1.70875,0.000463542561137,0.000271275822172,8.77875355373e-05,3.09025128354
2020-06-23 20:13:39,1.97135714286,0.000536881381936,0.000272341003192,8.8073397417e-05,3.09231158833
2020-06-23 20:13:43,1.86703571429,0.000507562599655,0.000271854788728,8.79717036309e-05,3.0903631491
2020-06-23 20:13:45,1.83351190476,0.000498861528044,0.000272079786746,8.80735701428e-05,3.08934732064
2020-06-23 20:13:49,1.755,0.000472163426489,0.000269038989452,8.71426089102e-05,3.08741311614
2020-06-23 20:13:52,1.67895238095,0.000457846799664,0.000272697906658,8.85792947156e-05,3.08563821109
2020-06-23 20:13:56,1.63053571429,0.000443259763636,0.000271849159606,8.81477745642e-05,3.08412224332
2020-06-23 20:13:57,1.57477380952,0.000426386747307,0.000270760629068,8.80464613392e-05,3.08267430364
2020-06-23 20:13:59,1.55746428571,0.000422397524178,0.000271208481666,8.82233478865e-05,3.08161003127
2020-06-23 20:14:01,1.53991666667,0.00041673966651,0.000270624817258,8.78574033593e-05,3.08035281907
2020-06-23 20:14:04,1.49113095238,0.000407502598838,0.000273284246556,8.89876918132e-05,3.07890118897
